SMILES,HOMO,LUMO,electrochemical_gap,optical_gap,PCE,Voc,Jsc,fill_factor,source_db
Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6cc(S(C)(=O)=O)sc65)s4)sc3c(-c3ccc(C)s3)c3ccsc32)s1,-0.558313876966873,-0.8255537355004944,0.2151347407264901,0.6006842861863834,1.7070085750032964,-0.1717391826580997,1.8492569310243527,0.8506211919190244,HOPV15
CN1c2ccccc2C(=C2c3ccc(-c4cccs4)cc3N(C)C2=O)C1=O,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-0.3181966048854125,0.896670236651085,-0.6650031781465259,0.6449515393674908,HOPV15
Cc1cc(-c2cc3c4nsnc4c(-c4cc(C)c(-c5cccs5)s4)cc3c3nsnc32)sc1-c1cccs1,-0.6078636161422031,-0.949876271409807,0.1299421014510376,0.5436797517613617,1.071237302314741,0.2022041141001151,0.7569434131583411,1.0188963621884612,HOPV15
Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7cccs7)s6)[Si]5(C)C)s4)s3)cc21,1.522775168396992,1.3936035304807344,-1.350280005959949,1.0681214684715603,-0.9455470660151788,0.1487836431346559,-0.8201246244706933,-0.5080449976638348,HOPV15
Cc1cc(-c2c3cc(-c4cccs4)sc3c(-c3cc(C)c(C)s3)c3cc(-c4ccc(-c5ccc6c(c5F)N(C)C(=O)C6=C5c6cccc(F)c6N(C)C5=O)s4)sc32)sc1C,-0.8060625728435233,-1.0804149341145852,0.4174672590056897,-1.2120599085293031,0.8186129555510769,0.9500907076165443,0.3605219392188024,0.5826274022306625,HOPV15
C#Cc1cc(OC)c(C#Cc2scc3nc(-c4ccccc4)c(-c4ccccc4)nc32)cc1OC,-0.6615425002488107,-0.6950150727957163,0.7049924165603418,0.5778824724163747,-1.0171239642648835,-0.1183187116926404,-0.8696773087131356,-0.6015312033690774,HOPV15
Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4ccc(C)cc4)c4ccsc4c5-c4ccc(C)cc4)s3)c3nsnc32)c1,-0.6863173698364756,-0.682582819204785,0.7901850558357941,0.7260942619214307,1.816479125267551,0.8432497656856258,0.9594630791926706,1.1373122227484356,HOPV15
CC1=CC(c2cc(C)c(-c3ccc(-c4sc(-c5nc(C)c(-c6cccs6)s5)nc4C)s3)s2)=S=C1,-0.6243801958673132,-0.4401538741816257,1.045762973662152,0.9541123996215172,-0.4950336476199775,0.2556245850655744,0.0459701175059074,-0.8819898204848052,HOPV15
CN1C(=O)C2=C(c3ccc(-c4ccc(C(F)(F)F)cc4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(C(F)(F)F)cc2)s1,-0.6408967755924232,-0.7820408479322352,0.5026598982811422,0.805900610116461,-1.4550061653219022,-1.2935690729327431,-1.4169112999122817,-1.100124300463705,HOPV15
CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccc(-c5ccc(C=CC=C(C#N)C(=O)O)s5)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,0.4312556238467916,-0.4388415374853954,0.438082662380886,1.0812204993252896,HOPV15
C=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)s3)cc2)cc1,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,-0.612925009443021,-1.50725095679458,0.4337737333163258,-0.1652622434112785,HOPV15
N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,1.522775168396992,1.3936035304807344,-1.350280005959949,-1.2120599085293031,1.0080812156238252,-0.4922620084508547,1.6187292260703818,0.6449515393674908,HOPV15
Cc1cc[se]c1,-0.4592143986162126,-0.4712345081589537,0.5665543777377317,0.6120851930713878,-0.4445087782672446,-1.079887189070906,-1.8284140255777808,-3.281469100252699,HOPV15
Cc1nc(-c2nc(C)c(-c3ccc(C4=S=C5c6cc7c(cc6C(C)(C)C5=C4)-c4sccc4C7(C)C)s3)s2)sc1-c1cccs1,-0.649155065454978,-0.3469119722496411,1.2693936517602145,1.0681214684715603,-0.4150359378114839,0.9500907076165443,-0.2276468780936654,-0.701249822788003,HOPV15
Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccs8)s7)c7nsnc76)s5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,-0.7317379640805283,-0.8193376087050289,0.6730451768320471,0.7944997032314567,0.0481086979219007,0.6295678818237888,0.0459701175059074,0.0217101679992067,HOPV15
